id,state_code,tenure,contract_length,promotions_offered,remaining_term,last_nps_rating,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,number_customer_service_calls,churn
156,ND,149,21,No,24,6,area_code_408,no,no,0,194.627528,93,32.9876839,179.5037171,130,14.16419892,256.3716379,81,10.66601726,7.551175992,4,2.010502394,1,no
157,KS,166,22,No,21,9,area_code_510,no,yes,29,234.411611,103,39.37185678,229.5022864,123,18.3413018,206.8823082,68,9.673586946,13.49306595,9,3.575557274,1,no
158,OR,103,15,No,17,10,area_code_415,no,no,1,136.0880554,93,22.4639574,248.6521636,125,20.38635486,178.381808,116,8.267300077,9.655876727,5,2.438249648,1,no
159,ID,88,17,No,8,8,area_code_415,no,no,2,203.8586059,124,34.97186359,213.5880915,111,16.80338722,123.1509559,77,5.791152478,6.692590997,5,1.712512303,1,no
160,OK,152,19,No,13,6,area_code_408,no,yes,29,58.38392371,105,11.26602451,265.1437267,109,21.87092999,218.8534273,92,10.48446497,12.87016879,6,3.49739657,1,no
161,DC,103,23,No,18,5,area_code_408,no,yes,36,227.4331962,101,37.77917942,204.3737618,108,17.84362245,184.6275733,108,8.69540516,15.47159796,7,4.299237654,0,no
162,OR,165,24,No,10,7,area_code_415,no,yes,24,216.3447287,124,38.02025634,192.4143502,102,16.62923144,230.7473794,88,9.926597627,13.3768398,9,3.570774312,2,no
163,AL,164,14,No,4,7,area_code_510,no,no,1,194.570462,85,33.11833094,132.9607236,60,11.06507916,255.5533074,103,10.92952522,14.17364719,6,3.860780694,0,no
164,MO,29,18,No,15,6,area_code_408,no,no,0,191.3655101,130,32.46027285,227.7830964,89,18.573523,306.8653846,97,13.59088295,10.76276911,6,2.71315912,2,no
165,OK,42,9,Yes,1,6,area_code_415,no,no,2,213.5618316,81,37.00555687,258.5747254,93,22.37683116,243.9440135,127,11.41296042,15.45701436,7,4.122356624,0,no
166,NE,96,20,No,24,1,area_code_415,no,yes,29,166.1757387,103,29.27991465,287.0157714,142,24.09062593,94.45418249,76,3.844397499,7.635443728,4,2.004450006,2,no
167,OH,149,14,No,24,9,area_code_415,no,yes,14,190.902294,108,30.15725627,183.8402485,144,15.37242296,185.5730799,108,8.065253385,10.1691144,3,2.756079588,1,no
168,AZ,68,12,No,12,7,area_code_408,no,yes,43,126.4183397,92,21.0885691,195.9724066,100,15.36628935,225.5240229,70,10.6124952,10.68323834,4,2.916664154,0,no
169,NV,110,17,No,8,7,area_code_510,no,no,0,123.4344043,93,23.31548417,93.89228975,97,9.149633085,155.2447967,110,6.27481455,9.939059641,5,2.540903835,3,no
170,SD,119,22,No,13,9,area_code_415,no,no,1,54.80874406,100,9.744346796,181.4232025,96,16.03954217,214.3715418,82,9.125648999,10.18609911,7,2.749550889,1,no
171,WA,174,8,No,7,6,area_code_408,no,yes,33,161.1169662,92,27.39100752,205.4604245,89,17.1770664,135.8134746,132,5.958399662,14.8272616,5,3.943337117,4,yes
172,MS,38,14,No,12,9,area_code_510,no,no,1,161.1568677,130,27.00988348,155.8879522,73,12.31950842,168.5924919,124,7.384986877,6.940961216,5,1.879262093,0,no
173,DC,113,9,No,13,3,area_code_408,no,no,2,175.0978389,120,28.84579589,177.6742411,95,14.54035781,92.01598062,55,3.853427162,12.73567165,4,3.310767041,1,no
174,VA,64,20,No,7,5,area_code_408,no,yes,49,158.448928,116,28.32812996,206.514822,96,18.1265173,243.661033,116,11.2528331,9.836523047,9,2.564674686,2,no
175,KY,134,8,No,4,2,area_code_415,no,no,2,227.1890318,90,37.51177892,139.0798555,89,11.66693835,168.4348912,91,7.470199991,9.043942582,3,2.522168146,0,no
176,IL,114,18,No,10,4,area_code_408,no,no,2,85.78563249,123,14.63420909,199.5004677,100,17.80247528,185.2897935,99,8.143860387,9.641676872,7,2.655419773,3,no
177,NV,162,15,No,20,6,area_code_415,no,no,2,181.7954004,85,30.32740534,189.6482924,112,16.08142183,262.5977625,94,11.68448634,9.101112873,4,2.474748794,1,no
178,NC,78,21,No,22,9,area_code_408,no,no,1,88.74178233,121,16.53476668,253.7528561,89,22.62295764,217.338048,109,10.45077379,13.5306499,5,3.541879508,0,no
179,AR,97,10,No,16,3,area_code_408,no,no,2,155.6515978,107,26.57609186,196.0538585,110,15.90419561,106.7979815,82,4.732003544,12.84168364,8,3.44930901,2,no
180,NY,45,21,No,16,4,area_code_408,no,no,0,245.0399221,81,39.83457957,218.9360539,96,18.57755391,147.2192946,87,6.796197695,9.039518158,7,2.678627824,0,no
181,KY,142,10,No,15,8,area_code_510,no,no,1,150.0978391,110,26.4325104,240.9037907,72,20.35191098,199.626399,86,8.950418,13.68086867,4,3.773152662,1,no
182,ME,70,23,No,20,8,area_code_510,no,no,2,204.2788525,85,35.75074365,246.501259,115,20.65546449,209.8258697,86,8.909396745,11.0889032,4,3.036764449,1,no
183,MS,151,15,No,15,10,area_code_408,no,no,2,167.2780687,98,27.23938654,214.2690916,108,17.82883846,162.592693,106,7.710469762,15.72051932,5,4.150151372,2,no
184,MO,139,14,No,5,8,area_code_415,no,yes,31,140.6894016,76,25.64020898,167.4047223,97,13.93388044,261.596705,84,11.57850258,10.59353142,5,2.712735403,1,no
185,MN,142,12,No,18,5,area_code_510,no,no,1,242.0763329,133,40.31039296,143.3309677,92,11.60223407,211.7577902,130,9.481816899,13.48742922,3,3.631238524,3,no
186,AL,37,13,No,9,9,area_code_415,no,yes,26,218.860984,77,36.85274306,242.7494322,98,20.60521736,209.2070159,108,9.300521113,8.039165818,13,2.356046605,3,no
187,WV,173,24,No,21,3,area_code_415,no,no,2,215.6510476,106,36.17632533,207.5867914,97,17.76605091,201.080569,136,9.504048115,8.248054567,6,2.31666821,1,no
188,TN,114,17,No,13,10,area_code_415,no,no,0,136.7054919,95,21.16427775,243.8475784,88,19.97811731,222.1532123,117,9.977665102,12.21468329,2,3.400976884,3,no
189,PA,101,20,No,21,8,area_code_510,no,yes,24,163.74368,88,28.18631446,124.3055147,113,10.23859846,159.5927074,97,7.327505826,8.775389904,1,2.202787729,3,no
190,WV,45,13,No,24,1,area_code_415,no,no,2,194.77103,110,34.60520567,279.6741203,127,23.47993694,191.0734926,74,8.844136745,11.25010257,5,3.008734679,1,no
191,TX,90,19,No,11,4,area_code_415,no,no,1,249.3427795,56,44.81527567,169.0391909,114,14.63304293,165.7219686,79,7.273049139,6.441569964,4,1.854804217,1,no
192,OH,84,16,NO,4,1,area_code_415,no,no,1,335.1390519,117,59.72709248,224.9787771,113,19.62179826,157.7665926,119,6.771532379,15.07107556,8,4.124232592,0,yes
193,IL,68,9,Yes,3,1,area_code_415,no,no,1,188.6894301,114,30.38814902,199.1143984,136,17.52617378,276.6965184,83,12.53297209,8.24991499,6,2.206408157,4,yes
194,RI,103,19,No,10,9,area_code_415,yes,no,1,186.5909527,104,30.92604427,208.29731,137,17.74953224,236.2078328,112,10.13661769,11.81837246,3,3.081624161,1,no
195,LA,151,10,No,17,7,area_code_510,no,no,2,165.4277614,126,28.35699406,127.1275233,122,11.96140311,198.9048999,129,9.699596401,11.36309258,4,3.235044224,0,no
196,KY,155,10,No,12,9,area_code_415,no,yes,26,193.8906003,112,33.1168264,199.636588,110,17.09336752,175.1400673,85,7.838505066,11.12914855,3,2.974854548,2,no
197,RI,91,24,No,4,5,area_code_415,no,no,0,129.802532,114,21.1228727,251.3414022,74,19.94615916,169.0848356,104,7.63795456,15.66092748,3,4.115904617,0,no
198,NJ,142,17,No,9,9,area_code_510,no,yes,29,183.3520155,129,31.78494633,217.1882964,98,19.71355682,120.876302,105,6.137968972,11.25894599,7,3.030631544,0,no
199,OH,110,10,No,14,8,area_code_415,no,yes,39,216.6076541,93,36.60472782,222.7018203,144,19.22261061,190.035562,111,8.50566312,8.589284357,5,2.188240131,0,no
200,SC,103,13,No,24,9,area_code_510,no,no,2,165.8734758,96,29.65307958,190.3714391,116,16.09784449,173.2217683,81,7.57455827,10.1918546,4,2.895421428,4,no
201,OH,65,9,No,14,8,area_code_415,no,no,2,241.9923079,135,40.90282494,77.26628926,116,7.089601472,226.4411527,117,10.46956012,4.33572907,4,1.304061943,4,no
202,MN,112,20,No,4,6,area_code_415,no,yes,31,213.3782018,121,36.02854486,239.1740755,77,19.89654429,181.7394621,103,8.005593003,14.73732664,8,3.690113954,1,no
203,MT,104,10,No,2,3,area_code_415,no,no,0,93.94886517,86,17.13231794,212.8819496,135,17.08742835,151.8921892,113,7.097856907,12.32175037,3,3.405240373,1,yes
204,LA,92,16,No,12,10,area_code_408,no,no,2,148.0406494,118,24.31503155,205.475078,88,17.24195521,105.6744239,105,5.035968537,10.04606063,7,2.817039034,0,no
205,SC,92,12,No,2,7,area_code_510,no,no,2,190.5834728,68,32.16813442,281.4991634,66,23.24834616,120.702406,97,5.506312211,11.64458262,5,3.056191007,0,no
206,MI,180,24,No,3,9,area_code_408,yes,yes,18,125.9137321,86,21.78246929,138.5897343,113,11.51486524,226.9528762,117,10.3061436,11.11766542,6,3.024661458,2,no
207,WV,36,10,No,7,3,area_code_408,no,no,1,174.0964376,142,27.55209922,154.4043511,69,13.05704369,185.415758,148,8.81982447,9.327842852,2,2.509158294,1,no
208,DE,116,10,No,8,6,area_code_415,no,no,0,171.0112188,138,29.00148151,241.7064556,103,20.66515982,207.9087214,113,9.724389146,15.32360203,5,4.268403093,0,no
209,OK,174,17,No,5,8,area_code_408,no,no,2,182.593516,47,32.62136449,126.0085683,81,10.69790278,264.888952,117,12.22196959,6.619562719,6,1.830112004,3,no
210,SC,31,18,Yes,1,2,area_code_408,no,yes,44,30.85627914,120,3.610152107,136.9320953,113,11.36249341,327.9749489,112,14.38979942,8.482779671,6,2.274988211,2,no
211,NJ,47,13,No,13,2,area_code_408,yes,no,0,181.0685638,130,31.90378211,163.7959636,101,14.63573388,160.4996405,122,7.878925208,12.99486721,6,3.29905632,2,no
212,LA,36,19,No,18,5,area_code_408,no,no,2,70.41356912,106,12.40705075,200.7051279,100,17.74986006,236.3969019,114,9.863631308,9.772215348,4,2.556072558,1,no
213,RI,83,12,No,9,8,area_code_408,no,no,2,210.7171288,116,35.08323018,117.9769799,110,9.304737653,172.3281461,101,7.200754487,9.543691485,5,2.687509397,3,no
214,IL,88,8,No,7,3,area_code_415,no,yes,31,183.4642423,100,30.04319135,240.0358747,104,21.35637839,96.0433507,116,4.118342768,9.313512068,5,2.557777955,2,no
215,WV,86,20,No,9,2,area_code_408,no,no,1,155.1518451,122,23.91543086,170.1755159,95,14.61007263,220.5050875,63,9.952909629,7.477993956,6,2.06420444,1,no
216,MS,81,11,No,21,9,area_code_415,no,no,2,172.8479139,92,28.64100328,190.5511364,77,15.37990265,161.7155852,70,7.237407465,10.80057673,8,2.934244946,0,no
217,MT,135,11,No,1,8,area_code_415,no,no,2,130.5128776,89,22.53917031,175.1918569,105,14.64291967,191.4218931,138,8.106465065,15.77792593,3,4.074482651,1,no
218,WV,119,24,No,3,3,area_code_408,yes,no,2,175.2992754,52,28.53240421,197.1525679,74,15.8510705,209.7216392,128,8.997073248,10.30904385,4,2.931016254,1,no
219,FL,122,16,No,5,7,area_code_415,no,no,0,109.1542049,92,20.17553301,152.3127123,78,12.57799905,237.6906194,108,11.0034845,9.484777006,5,2.466066445,1,no
220,MO,91,12,Yes,1,3,area_code_408,yes,no,1,137.4877343,71,22.57478017,184.4170385,136,15.94867399,205.4565052,97,9.18836416,8.83606761,9,2.351123449,0,no
221,IN,94,8,No,5,10,area_code_415,no,yes,44,249.2693523,126,44.7699329,139.567863,81,11.99601976,263.6305951,100,12.40564758,10.84563516,3,2.768395335,3,no
222,FL,114,9,No,14,3,area_code_510,no,no,1,105.4353881,84,16.13104127,176.8032617,85,14.66804452,168.06644,76,7.86555401,14.38610824,4,3.958387079,3,no
223,PA,76,9,No,2,8,area_code_415,no,no,2,228.2065616,109,37.1117531,166.544458,107,14.65099945,246.0937213,116,10.78075649,7.702353646,6,2.048790165,1,no
224,OR,119,12,No,6,7,area_code_408,no,no,2,152.710144,109,25.9526167,196.5956803,91,16.6020286,155.274111,116,6.388201452,11.77441446,5,3.239362301,2,no
225,MI,98,12,No,3,1,area_code_415,no,yes,26,224.6296045,102,36.4924576,190.9272532,114,16.27072772,290.1756882,77,12.69305464,11.96011599,2,3.124732772,0,yes
226,MD,108,24,No,22,10,area_code_408,no,no,2,148.9844791,86,26.59551133,79.92903363,100,6.764422345,227.2337889,127,10.19785459,5.341138943,2,1.450084904,1,no
227,AK,80,17,No,21,10,area_code_408,no,no,0,215.1728326,71,37.47354197,211.7990136,119,17.67606907,164.4751945,99,7.748990046,14.57704263,3,3.933075368,0,no
228,OR,51,12,No,10,10,area_code_510,no,no,2,205.4775997,110,35.25854476,212.8188859,118,17.50601384,284.9699324,97,13.1876239,7.581178442,10,2.007552446,0,no
229,CT,99,23,No,3,8,area_code_415,no,yes,36,126.9649644,96,22.14045867,243.3228307,85,20.86517379,223.3275332,91,10.5729889,11.91512286,3,3.015633497,1,no
230,MA,106,8,No,1,3,area_code_408,no,no,0,181.4533918,123,31.46738472,170.3460898,76,14.96579355,164.9522635,173,7.539438298,11.91112284,2,3.022169357,6,yes
231,VA,96,18,No,20,4,area_code_415,no,no,1,244.0194456,68,40.40258288,186.8666572,109,16.47314514,166.5360386,86,7.313287573,11.07213272,4,3.05079657,1,no
232,RI,89,8,No,3,3,area_code_415,no,no,0,94.73498829,77,15.94716722,213.4286184,128,17.57496802,208.9462201,130,9.090065021,14.09163846,5,4.006067382,0,no
233,WV,182,19,No,2,8,area_code_415,no,no,2,182.1332231,111,32.36477556,177.4576194,143,14.56731752,112.0335709,105,5.152076778,10.6717445,3,2.956535274,1,no
234,WI,63,9,No,8,9,area_code_408,no,no,1,191.3356157,111,30.73126164,160.608801,118,12.56394052,162.6307694,81,7.194411797,9.915255218,8,2.502134525,2,no
235,ID,96,24,No,9,6,area_code_415,no,yes,34,258.9860658,112,42.6630674,108.4651508,90,10.6889303,192.8747339,89,8.446079,12.21441439,4,3.416251475,3,no
236,OH,115,17,No,21,10,area_code_510,no,no,0,173.3009987,91,29.33999821,241.8295596,120,21.35849899,194.469301,115,8.156281299,9.56393349,8,2.665846199,0,no
237,SD,123,22,No,16,6,area_code_415,no,no,0,166.2820526,71,29.0440601,252.2308454,87,21.64729761,180.4172449,89,8.273731156,15.20834654,5,4.236997437,0,no
238,MI,113,12,No,21,6,area_code_415,no,no,2,89.24477084,125,16.10702865,282.3444461,95,23.31047012,164.7513791,65,7.456006738,10.13054711,6,2.819806153,2,no
239,CT,43,23,No,20,9,area_code_510,yes,no,1,225.0645565,105,37.00657016,261.0420424,109,22.12488493,203.4038301,94,9.615822843,6.905854892,4,1.828258957,0,no
240,CO,144,19,No,14,7,area_code_415,no,no,1,153.7795959,69,26.46087185,214.1747256,102,17.76902901,248.7962358,67,10.91287997,12.47622065,4,3.506877814,3,no
241,OK,120,10,No,7,5,area_code_510,no,no,2,188.6314689,130,30.91955843,99.87117811,113,8.725653472,144.0530511,66,6.399673317,15.66305129,3,4.116149716,3,no
242,FL,184,21,No,2,3,area_code_510,no,yes,23,120.3333739,102,19.02336686,111.3776658,84,10.55099733,197.86258,97,8.969067469,12.50007758,2,3.293663646,5,yes
243,WY,44,16,No,14,4,area_code_415,yes,no,2,252.4503515,107,44.18532207,199.8392978,107,17.09185177,157.2283106,70,6.873005014,9.904667529,5,2.506994986,0,no
244,TN,106,17,No,16,10,area_code_408,no,yes,15,167.2258654,90,28.70978938,269.1699057,112,21.44857114,232.7627011,101,10.50671592,9.577535842,4,2.597777353,2,no
245,VA,102,24,No,17,5,area_code_415,no,no,1,203.0932562,155,35.50311963,295.2081623,123,24.53579653,197.3573134,111,8.465594559,10.99634565,9,2.918399487,1,no
246,MS,48,23,No,20,6,area_code_415,no,no,1,115.4001508,109,18.40663892,201.7270326,109,18.19727272,197.9006356,99,9.162486995,14.55032119,3,3.962523957,2,no
247,LA,77,12,No,7,8,area_code_510,yes,no,3,141.8412114,79,25.1824983,208.1106845,98,17.25721757,156.5064255,97,6.298587313,7.345432468,3,2.127355075,1,no
248,CO,134,24,No,19,1,area_code_415,no,no,2,125.8857337,107,22.87004892,189.733026,60,15.55435985,143.6260437,130,6.871610829,12.1324111,3,3.502009215,1,no
249,AR,98,12,No,2,8,area_code_415,no,yes,23,179.9476369,105,30.40472765,180.6603327,123,15.8724608,204.1707827,105,9.417721845,14.60526944,6,3.965536822,2,no
250,ID,167,21,No,14,7,area_code_415,no,no,1,82.1595766,79,12.08052499,176.5437861,107,14.42872424,182.6323528,92,8.334477943,9.243819884,5,2.671817318,3,no
251,MS,105,17,No,4,2,area_code_408,yes,yes,23,237.0182325,156,39.81404261,299.0368154,84,24.64981338,291.4351933,94,12.5441366,13.19908499,8,3.674116319,1,no
252,NJ,133,19,NO,5,2,area_code_510,no,no,1,229.6812156,126,40.59013653,223.9794567,90,19.67592201,238.4129464,125,10.73966972,11.41957619,5,3.104069037,0,yes
253,WA,145,17,No,20,8,area_code_415,no,yes,16,91.51473605,103,16.10926055,210.5591299,104,16.97664898,218.7672507,118,9.892177832,13.62781161,4,3.743466469,0,no
254,IA,85,15,No,2,4,area_code_510,no,no,1,256.7967713,146,43.83679885,229.9065841,106,19.69633516,271.889096,92,11.86828359,8.276934081,7,2.421793078,1,yes
255,SC,86,13,No,17,3,area_code_415,no,no,0,179.1284082,105,32.62674658,270.102734,61,23.03664553,121.2958676,100,5.412289158,8.904667869,5,2.268446974,0,no
256,TN,83,15,NO,6,4,area_code_415,yes,no,1,277.1324525,122,46.63461202,191.0452102,79,16.64918985,214.2164897,78,9.089611227,7.017408407,3,2.089251741,1,yes
257,WA,82,11,No,7,4,area_code_510,yes,no,1,251.5043301,110,41.86271341,210.7040325,60,16.86797802,212.0813486,127,9.001020437,13.34987622,5,3.672525564,0,yes
258,WY,69,10,No,15,4,area_code_415,no,no,1,140.0244069,118,22.36453781,241.17519,91,20.77760854,282.8902564,88,12.5463759,10.16246569,9,2.84327478,1,no
259,LA,119,16,No,5,8,area_code_415,no,yes,29,173.6332592,101,29.78693416,267.5860602,80,21.39922453,176.4902248,115,7.880412798,11.27557968,8,3.057863392,6,no
260,IN,133,14,No,24,9,area_code_415,no,yes,30,47.18668046,110,7.106030933,193.3664238,75,15.79141112,177.2833114,83,7.236259127,10.17690153,2,2.949987664,0,no
261,GA,166,14,No,19,5,area_code_415,no,no,1,166.3866503,102,27.38819627,166.9798763,108,14.49971731,119.9037656,123,5.612485158,15.49347458,4,4.232275479,0,no
262,PA,139,22,Yes,1,2,area_code_408,no,no,0,135.4860449,91,23.78573359,197.5729812,90,15.97841627,89.7900072,89,4.350716966,9.037212653,7,2.628067541,2,no
263,MI,177,12,NO,1,3,area_code_408,yes,yes,18,123.7963467,86,23.35390381,141.9975288,77,10.96044935,268.1243673,115,12.14192951,11.835444,6,3.193487019,2,yes
264,ME,76,11,No,3,2,area_code_415,no,no,0,219.3504732,105,36.63961845,93.67167798,84,7.659478646,231.5457985,125,10.05444403,9.108002853,2,2.474080802,1,yes
265,TN,117,12,No,3,3,area_code_415,yes,no,0,182.0643844,134,31.89917842,164.2025433,94,14.18629148,237.2562408,73,11.45767901,13.85790642,7,3.585032908,0,yes
266,AR,62,12,No,3,8,area_code_510,no,no,2,168.4211364,92,28.27379524,136.9770828,92,11.51947069,160.5206363,103,7.864864758,11.59257644,2,3.218671495,2,no
267,MO,148,24,No,11,9,area_code_408,no,no,2,99.75462898,117,16.84095118,135.5553753,86,12.15480919,199.1460215,131,9.635699601,7.154203323,3,2.061008456,2,no
268,AZ,78,15,No,7,7,area_code_415,no,no,2,134.1461709,81,22.403842,244.4921795,130,20.94317373,129.8420984,75,5.923971247,11.53066456,7,3.07849864,2,no
269,WA,119,13,Yes,3,4,area_code_510,no,no,1,247.7142596,91,42.9172857,266.0146617,96,22.29843655,212.1074145,116,9.280756893,8.340585507,3,2.249723206,3,yes
270,WV,179,18,No,16,7,area_code_415,no,no,2,215.3602035,80,36.08161942,165.3816497,100,14.25544737,296.872665,105,14.14165509,6.887913811,5,1.741068975,1,no
271,ND,66,13,No,18,7,area_code_415,no,no,1,216.414042,93,37.94521296,202.293054,119,16.86581443,257.4500838,116,11.77663839,10.81066805,4,2.950114159,2,no
272,TN,117,11,No,6,2,area_code_408,yes,no,2,192.8783527,139,32.3497544,247.4520909,97,20.96350441,185.1538356,96,8.395381306,16.23070073,3,4.518061533,0,yes
273,UT,98,15,NO,4,6,area_code_415,no,no,1,318.6868665,97,55.09774021,155.2573805,123,12.68778322,280.0804081,99,12.96120927,11.85733726,3,3.055884195,1,yes
274,NM,39,19,Yes,3,2,area_code_415,no,no,2,127.405011,161,21.98062545,236.8367137,109,20.17642891,167.6858908,72,7.76109996,14.07116536,4,4.009483743,5,yes
275,KY,85,20,No,7,2,area_code_415,no,no,1,300.6630084,100,51.74637205,174.3695032,88,13.89270811,281.3601805,103,13.12748688,5.196448529,3,1.360564449,2,yes
276,NJ,138,23,No,14,1,area_code_415,no,no,1,230.5859671,109,40.69816398,219.9708863,82,19.42652014,292.1845973,113,12.81174438,8.341357818,5,2.367226256,2,no
277,NV,6,22,No,5,7,area_code_408,no,yes,30,222.389355,108,37.61465437,179.3325479,118,15.04786657,248.2259115,105,10.80695963,10.3714435,12,2.949116175,1,no
278,WI,129,14,No,1,7,area_code_415,no,no,0,212.3572109,94,36.41610175,160.1152269,130,12.58084001,201.9533754,128,9.06812514,9.758218454,6,2.538380088,2,no
279,TX,77,22,No,22,9,area_code_408,no,no,2,214.686753,79,36.03934022,339.9877251,117,28.01460273,268.763314,88,12.16811141,8.444438217,10,2.174395668,2,no
280,MO,164,15,No,5,8,area_code_415,yes,no,1,230.9971466,96,41.71793248,55.0861542,105,5.214544302,176.6151462,111,7.444826601,10.64364568,4,2.721447344,2,no
281,MN,113,17,No,9,1,area_code_415,no,no,3,170.1633828,117,29.63959885,227.9874445,121,19.51803286,246.0251846,112,11.3631705,6.812921641,6,1.640395302,1,no
282,WA,38,16,No,12,3,area_code_415,no,yes,41,150.1025853,147,24.38764045,175.1126648,87,14.22195394,214.5864719,108,9.015217625,8.321721475,6,2.315843662,3,no
283,OK,88,17,No,23,9,area_code_415,no,no,2,254.1591259,113,43.73635269,283.4857909,45,24.3767086,84.28453124,83,3.814414264,11.97115101,3,3.152173121,0,no
